evm.utg10026.16.2.5c22e79d.1.5c278e79	1365	455
evm.utg10026.1.6.5c22e79b	1683	561
evm.utg10026.17	429	143
evm.utg10026.1.7.5c22e79b	1674	558
evm.utg10026.18	2484	828
evm.utg10026.19	666	222
evm.utg10026.2	1044	348
evm.utg10026.20	600	200
evm.utg10026.20.1.5c22e79e	651	217
evm.utg10026.21	1005	335
evm.utg10026.3	1188	396
evm.utg10026.4	1608	536
evm.utg10026.5	4455	1485
evm.utg10026.6	750	250
evm.utg10026.7	1935	645
evm.utg10026.8	1614	538
evm.utg10026.9	1143	381
evm.utg1002.7	945	315
evm.utg1002.8	1710	570
evm.utg1002.9	315	105
evm.utg10041.1	1452	484
evm.utg10041.10	1275	425
evm.utg10041.11	1065	355
evm.utg10041.12	2121	707
evm.utg10041.12.1.5c278e7c	2853	951
evm.utg10041.13	417	139
evm.utg10041.14	819	273
evm.utg10041.15	474	158
evm.utg10041.16	678	226
evm.utg10041.17	1035	345
evm.utg10041.18	783	261
evm.utg10041.19	1164	388
evm.utg10041.2	1767	589
evm.utg10041.20	303	101
evm.utg10041.21	1419	473
evm.utg10041.22	606	202
evm.utg10041.23	282	94
evm.utg10041.3	567	189
evm.utg10041.4	1863	621
evm.utg10041.5	948	316
evm.utg10041.6	381	127
evm.utg10041.7	654	218
evm.utg10041.8	510	170
evm.utg10041.9	384	128
evm.utg1005.1	3465	1155
evm.utg1005.10.9	831	277
evm.utg1005.10.9.1.5c278e81	831	277
evm.utg1005.10.9.2.5c278e81	654	218
evm.utg1005.11	621	207
evm.utg1005.1.1.5c22e7ac	3123	1041
evm.utg1005.1.1.5c22e7ac.1.5c278e80	2379	793
evm.utg1005.1.1.5c22e7ac.2.5c278e81	2226	742
evm.utg1005.12	516	172
evm.utg1005.12.1.5c22e7ac	516	172
evm.utg1005.12.2.5c22e7ac	516	172
evm.utg1005.13	888	296
evm.utg1005.14	2172	724
evm.utg1005.15	924	308
evm.utg1005.16	942	314
evm.utg1005.17	681	227
evm.utg1005.18	912	304
evm.utg1005.19	933	311
evm.utg1005.2	930	310
evm.utg1005.20	705	235
evm.utg1005.21	933	311
evm.utg1005.22	933	311
evm.utg1005.23	960	320
evm.utg1005.24	414	138
evm.utg1005.25	399	133
evm.utg1005.26	1086	362
evm.utg1005.27	1023	341
evm.utg1005.28	222	74
evm.utg1005.29	348	116
evm.utg1005.3	1029	343
evm.utg1005.30	1041	347
evm.utg1005.31	1380	460
evm.utg1005.32	4497	1499
evm.utg1005.32.1.5c22e7a7	4119	1373
evm.utg1005.33	468	156
evm.utg1005.34	5307	1769
evm.utg1005.35	9948	3316
evm.utg1005.36	10710	3570
evm.utg1005.36.1.5c22e7ad	10362	3454
evm.utg1005.37	3168	1056
evm.utg1005.38	597	199
evm.utg1005.38.1.5c22e7ae	441	147
evm.utg1005.39	987	329
evm.utg1005.4	957	319
evm.utg1005.40	1098	366
evm.utg1005.41	2388	796
evm.utg1005.42	2634	878
evm.utg1005.43	1026	342
evm.utg1005.44	2826	942
evm.utg1005.45	999	333
evm.utg1005.46	2391	797
evm.utg1005.47	462	154
evm.utg1005.48	294	98
evm.utg1005.49	4626	1542
evm.utg1005.5	2949	983
evm.utg1005.51	861	287
evm.utg1005.52	5421	1807
evm.utg1005.53	1674	558
evm.utg1005.54	369	123
evm.utg1005.55	615	205
evm.utg1005.56	1896	632
evm.utg1005.56.1.5c22e7a8	1896	632
evm.utg1005.56.2.5c22e7a8	1806	602
evm.utg1005.57	744	248
evm.utg1005.58	1527	509
evm.utg1005.59	903	301
evm.utg1005.6	438	146
evm.utg1005.60	600	200
evm.utg1005.61	243	81
evm.utg1005.62	2472	824
evm.utg1005.63	1638	546
evm.utg1005.64	609	203
evm.utg1005.65	1965	655
evm.utg1005.66	624	208
evm.utg1005.67	957	319
evm.utg1005.68	711	237
evm.utg1005.69	1338	446
evm.utg1005.69.1.5c22e7ae	1371	457
evm.utg1005.7	420	140
evm.utg1005.70	975	325
evm.utg1005.70.1.5c22e7ae	996	332
evm.utg1005.70.1.5c22e7ae.1.5c278e83	975	325
evm.utg1005.70.2.5c22e7ae	975	325
evm.utg1005.70.3.5c22e7af	810	270
evm.utg1005.71	1056	352
evm.utg1005.72	1449	483
evm.utg1005.72.1.5c22e7af	1269	423
evm.utg1005.72.1.5c22e7af.1.5c278e83	987	329
evm.utg1005.72.1.5c22e7af.2.5c278e83	933	311
evm.utg1005.72.2.5c22e7b0	1185	395
evm.utg1005.73	1632	544
evm.utg1005.74	870	290
evm.utg1005.75	6705	2235
evm.utg1005.76	1617	539
evm.utg1005.77	630	210
evm.utg1005.78	2277	759
evm.utg1005.79	9249	3083
evm.utg1005.79.1.5c278e80	10545	3515
evm.utg1005.8	1281	427
evm.utg1005.80	1099	366
evm.utg1005.81	717	239
evm.utg1005.82	1566	522
evm.utg1005.82.1.5c22e7ab	1185	395
evm.utg1005.83	1509	503
evm.utg1005.84	5301	1767
evm.utg1005.85	504	168
evm.utg10069.1	2871	957
evm.utg10069.2	3231	1077
evm.utg10069.3	3363	1121
evm.utg10069.4	537	179
evm.utg10069.5	780	260
evm.utg10077.1	5181	1727
evm.utg10077.10	402	134
evm.utg10077.11	327	109
evm.utg10077.1.1.5c22e7b0	5163	1721
evm.utg10077.12	585	195
evm.utg10077.13	1179	393
evm.utg10077.14	639	213
evm.utg10077.15	1161	387
evm.utg10077.2	1302	434
evm.utg10077.3	1017	339
evm.utg10077.4	1002	334
evm.utg10077.5	915	305
evm.utg10077.6	411	137
evm.utg10077.7	1728	576
evm.utg10077.7.1.5c22e7b0	1278	426
evm.utg10077.8	1515	505
evm.utg10077.8.1.5c22e7af	1404	468
evm.utg10077.9	351	117
evm.utg1009.1	354	118
evm.utg1009.10	1584	528
evm.utg1009.11	459	153
evm.utg1009.12	216	72
evm.utg1009.13	645	215
evm.utg1009.14	2322	774
evm.utg1009.15	1245	415
evm.utg1009.16	336	112
evm.utg1009.17	885	295
evm.utg1009.18	480	160
evm.utg1009.19	1626	542
evm.utg1009.2	288	96
evm.utg1009.20	819	273
evm.utg1009.21	891	297
evm.utg1009.22	222	74
evm.utg1009.23	690	230
evm.utg1009.24	738	246
evm.utg1009.25	330	110
evm.utg1009.26	1071	357
evm.utg1009.27	993	331
evm.utg1009.28	7755	2585
evm.utg1009.29	741	247
evm.utg1009.3	1053	351
evm.utg1009.30	1035	345
evm.utg1009.4	1281	427
evm.utg1009.5	483	161
evm.utg1009.6	645	215
evm.utg1009.7	1080	360
evm.utg1009.8	2496	832
evm.utg1009.9	1056	352
evm.utg10.1	4002	1334
evm.utg10.10	8202	2734
evm.utg10.11	210	70
evm.utg101.1	1905	635
evm.utg101.10	555	185
evm.utg101.100	1353	451
evm.utg101.100.1.5c22e7bc	1038	346
evm.utg101.101	945	315
evm.utg101.102	1284	428
evm.utg101.102.1.5c22e7bc	1284	428
evm.utg101.103	2439	813
evm.utg101.104	2859	953
evm.utg101.105	1467	489
evm.utg101.106	1089	363
evm.utg101.107	954	318
evm.utg101.108	1110	370
evm.utg101.109	2199	733
evm.utg101.11	2022	674
evm.utg101.110	246	82
evm.utg101.111	378	126
evm.utg101.112	1533	511
evm.utg101.113	1272	424
evm.utg101.114	447	149
evm.utg101.115	2061	687
evm.utg101.116	3018	1006
evm.utg101.117	1254	418
evm.utg101.118	2232	744
evm.utg101.119	867	289
evm.utg101.12	2400	800
evm.utg101.120	399	133
evm.utg101.121	2865	955
evm.utg101.122	684	228
evm.utg101.123	1275	425
evm.utg101.124	333	111
evm.utg101.125	750	250
evm.utg101.126	432	144
evm.utg101.127	1032	344
evm.utg101.128	843	281
evm.utg101.129	1077	359
evm.utg101.13	546	182
evm.utg101.130	1068	356
evm.utg101.131	1821	607
evm.utg101.132	1719	573
evm.utg101.133	3723	1241
evm.utg101.134	1728	576
evm.utg101.135	822	274
evm.utg101.136	1077	359
evm.utg101.137	654	218
evm.utg101.138	1056	352
evm.utg101.139	993	331
evm.utg101.14	1572	524
evm.utg101.140	1512	504
evm.utg101.141	3654	1218
evm.utg10114.1	1038	346
evm.utg10114.10	3819	1273
evm.utg10114.11	336	112
evm.utg10114.12	1593	531
evm.utg10114.13	1443	481
evm.utg10114.14	1416	472
evm.utg10114.15	561	187
evm.utg10114.16	654	218
evm.utg10114.17	2241	747
evm.utg10114.18	1473	491
evm.utg10114.19	411	137
evm.utg101.142	702	234
evm.utg10114.2	1593	531
evm.utg10114.20	300	100
evm.utg10114.21	366	122
evm.utg10114.22	888	296
evm.utg10114.23	516	172
evm.utg10114.24	300	100
evm.utg10114.3	702	234
evm.utg10114.4	1308	436
evm.utg101.145	3858	1286
evm.utg10114.5	729	243
evm.utg101.146	615	205
evm.utg10114.6	2190	730
evm.utg101.147	495	165
evm.utg10114.7	1035	345
evm.utg101.148	2298	766
evm.utg10114.8	1884	628
evm.utg101.149	513	171
evm.utg10114.9	1095	365
evm.utg101.15	1218	406
evm.utg101.150	792	264
evm.utg101.151	2106	702
evm.utg101.152	426	142
evm.utg101.153	585	195
evm.utg101.154	1095	365
evm.utg101.155	1209	403
evm.utg101.156	567	189
evm.utg101.157	324	108
evm.utg101.158	405	135
evm.utg101.159	1527	509
evm.utg101.16	2070	690
evm.utg101.160	13416	4472
evm.utg101.161	13674	4558
evm.utg101.162	879	293
evm.utg101.163	951	317
evm.utg101.163.1.5c22e7bd	957	319
evm.utg101.163.2.5c22e7bd	951	317
evm.utg101.164	1014	338
evm.utg101.165	5880	1960
evm.utg101.165.1.5c22e7c9	6612	2204
evm.utg101.165.1.5c22e7c9.1.5c278e8f	4998	1666
evm.utg101.165.2.5c278e8f	4644	1548
evm.utg101.166	441	147
evm.utg101.167	1245	415
evm.utg101.168	1011	337
evm.utg101.169	936	312
evm.utg101.17	828	276
evm.utg101.170	2103	701
evm.utg101.170.1.5c22e7bd	1674	558
evm.utg101.171	1449	483
evm.utg101.172	1158	386
evm.utg101.173	1134	378
evm.utg101.174	201	67
evm.utg101.175	255	85
evm.utg101.176	219	73
evm.utg101.177	1242	414
evm.utg101.178	1209	403
evm.utg101.179	255	85
evm.utg101.18	657	219
evm.utg101.180	3192	1064
evm.utg101.181	642	214
evm.utg101.182	219	73
evm.utg101.183	1329	443
evm.utg101.183.1.5c22e7be	1188	396
evm.utg101.183.2.5c22e7be	957	319
evm.utg101.183.2.5c22e7be.1.5c278e8b	918	306
evm.utg101.184	1113	371
evm.utg101.184.1.5c22e7ca	1113	371
evm.utg101.184.2.5c22e7ca	1113	371
evm.utg101.185	915	305
evm.utg101.186	444	148
evm.utg101.187	327	109
evm.utg101.188	900	300
evm.utg101.189	891	297
evm.utg101.19	906	302
evm.utg101.190	831	277
evm.utg10119.1	216	72
evm.utg10119.2	1488	496
evm.utg101.193	309	103
evm.utg10119.3	297	99
evm.utg101.194	831	277
evm.utg101.195	624	208
evm.utg10119.5	393	131
evm.utg101.196	822	274
evm.utg10119.6	903	301
evm.utg101.197	1551	517
evm.utg10119.7	801	267
evm.utg101.198	6972	2324
evm.utg10119.8	645	215
evm.utg101.199	3594	1198
evm.utg10.12	1707	569
evm.utg101.2	555	185
evm.utg101.20	1638	546
evm.utg101.200	1059	353
evm.utg101.201	1659	553
evm.utg101.202	240	80
evm.utg101.203	1086	362
evm.utg101.204	933	311
evm.utg101.205	645	215
evm.utg101.206	732	244
evm.utg101.207	10788	3596
evm.utg101.207.1.5c22e7cc	8856	2952
evm.utg101.208	1461	487
evm.utg101.208.1.5c22e7c0	1218	406
evm.utg101.208.2.5c22e7c0	1239	413
evm.utg101.209	1017	339
evm.utg101.21	453	151
evm.utg101.22	1074	358
evm.utg101.23	2349	783
evm.utg101.24	1710	570
evm.utg101.25	1107	369
evm.utg101.26	261	87
evm.utg101.27	1554	518
evm.utg101.28	987	329
evm.utg101.29	846	282
evm.utg10.13	1854	618
evm.utg101.30	885	295
evm.utg101.31	1263	421
evm.utg101.31.1.5c22e7c2	1119	373
evm.utg101.31.2.5c22e7c2	1083	361
evm.utg101.31.3.5c22e7c2	1104	368
evm.utg101.31.4.5c22e7c2	1068	356
evm.utg101.32	777	259
evm.utg101.33	381	127
evm.utg101.3.4	1704	568
evm.utg101.34	1752	584
evm.utg101.3.4.1.5c278e85	1725	575
evm.utg101.35	780	260
evm.utg10135.1	403	134
evm.utg101.35.1.5c22e7b5	681	227
evm.utg10135.2	423	141
evm.utg10135.3	1062	354
evm.utg10135.4	1614	538
evm.utg10135.5	948	316
evm.utg10135.6	1182	394
evm.utg10135.7	798	266
evm.utg101.36	330	110
evm.utg101.37	969	323
evm.utg101.38	621	207
evm.utg101.39	1878	626
evm.utg101.39.1.5c22e7b5	1827	609
evm.utg101.39.2.5c22e7b5	1716	572
evm.utg101.39.3.5c22e7b6	1674	558
evm.utg101.39.4.5c22e7b6	1467	489
evm.utg101.39.5.5c22e7b6	1353	451
evm.utg10.14	1359	453
evm.utg101.40	2211	737
evm.utg101.40.1.5c22e7c3	2235	745
evm.utg101.40.2.5c22e7c3	2151	717
evm.utg101.41	1023	341
evm.utg101.41.1.5c22e7c3	1074	358
evm.utg101.42	4047	1349
evm.utg101.43	1002	334
evm.utg101.44	639	213
evm.utg101.44.1.5c22e7c4	489	163
evm.utg101.45	2586	862
evm.utg101.46	519	173
evm.utg101.47	1191	397
evm.utg101.48	1071	357
evm.utg101.48.1.5c22e7c5	885	295
evm.utg101.49	2421	807
evm.utg10.15	1134	378
evm.utg101.5	3486	1162
evm.utg101.50	1776	592
evm.utg101.51	1917	639
evm.utg101.52	753	251
evm.utg101.53	726	242
evm.utg101.54	1071	357
evm.utg101.55	288	96
evm.utg101.56	1281	427
evm.utg10156.1	1800	600
evm.utg10156.10	777	259
evm.utg10156.11	783	261
evm.utg10156.12	627	209
evm.utg10156.13	1497	499
evm.utg10156.14	357	119
evm.utg10156.15	576	192
evm.utg10156.16	612	204
evm.utg10156.17	654	218
evm.utg10156.18	351	117
evm.utg10156.19	531	177
evm.utg10156.2	522	174
evm.utg10156.20	309	103
evm.utg10156.21	3327	1109
evm.utg10156.22	1488	496
evm.utg10156.23	309	103
evm.utg10156.24	1410	470
evm.utg10156.25	1536	512
evm.utg10156.26	366	122
evm.utg10156.27	1269	423
evm.utg10156.28	4464	1488
evm.utg10156.29	501	167
evm.utg10156.3	3615	1205
evm.utg10156.30	711	237
evm.utg10156.31	849	283
evm.utg10156.32	942	314
evm.utg10156.33	414	138
evm.utg10156.33.1.5c22e7ca	414	138
evm.utg10156.4	414	138
evm.utg10156.6	369	123
evm.utg10156.7	330	110
evm.utg10156.8	564	188
evm.utg10156.9	993	331
evm.utg101.57	3129	1043
evm.utg101.58	1053	351
evm.utg101.59	1098	366
evm.utg10.16	297	99
evm.utg101.6	7431	2477
evm.utg101.60	1113	371
evm.utg101.61	1839	613
evm.utg101.61.1.5c22e7b7	1722	574
evm.utg101.62	2082	694
evm.utg101.63	1128	376
evm.utg101.64	1038	346
evm.utg101.64.1.5c22e7b7	1038	346
evm.utg101.64.2.5c22e7b8	864	288
evm.utg101.64.3.5c22e7b8	984	328
evm.utg101.65	825	275
evm.utg101.66	1089	363
evm.utg101.67	1374	458
evm.utg101.67.1.5c22e7b8	1032	344
evm.utg101.67.1.5c22e7b8.1.5c278e87	807	269
evm.utg101.67.1.5c22e7b8.2.5c278e87	777	259
evm.utg101.67.2.5c22e7b8	1200	400
evm.utg101.67.3.5c22e7b9	1041	347
evm.utg101.68	330	110
evm.utg101.69	510	170
evm.utg10.17	930	310
evm.utg101.7	804	268
evm.utg101.70	1305	435
evm.utg101.70.1.5c22e7b9	972	324
evm.utg101.71	1221	407
evm.utg101.71.1.5c22e7b9	1209	403
evm.utg101.71.2.5c22e7ba	957	319
evm.utg101.71.3.5c22e7ba	939	313
evm.utg101.72	3753	1251
evm.utg101.73	690	230
evm.utg101.74	2562	854
evm.utg101.75	2610	870
evm.utg101.76	336	112
evm.utg101.77	1155	385
evm.utg101.78	489	163
evm.utg101.79	1164	388
evm.utg10.18	894	298
evm.utg101.8	726	242
evm.utg101.80	342	114
evm.utg101.81	2793	931
evm.utg101.8.1.5c22e7b4	567	189
evm.utg101.82	351	117
evm.utg101.8.2.5c22e7b4	567	189
evm.utg101.83	1080	360
evm.utg101.8.3.5c22e7b4	858	286
evm.utg101.84	1053	351
evm.utg101.86	1122	374
evm.utg101.87	333	111
evm.utg101.88	384	128
evm.utg101.89	783	261
evm.utg10.19	399	133
evm.utg101.9	567	189
evm.utg101.90	786	262
evm.utg101.91	1329	443
evm.utg101.91.1.5c22e7c7	1053	351
evm.utg101.92	564	188
evm.utg101.92.1.5c22e7bc	531	177
evm.utg101.93	747	249
evm.utg101.94	2493	831
evm.utg101.95	3081	1027
evm.utg101.96	264	88
evm.utg101.97	276	92
evm.utg101.98	336	112
evm.utg101.99	1161	387
evm.utg10.2	909	303
evm.utg10.20	291	97
evm.utg10.21	1080	360
evm.utg10.22	1203	401
evm.utg1022.1	210	70
evm.utg1022.10	972	324
evm.utg1022.11	303	101
evm.utg1022.12	2484	828
evm.utg1022.13	1752	584
evm.utg1022.13.1.5c22e7d8	1716	572
evm.utg1022.14	252	84
evm.utg1022.15	780	260
evm.utg10.22.1.5c278e75	990	330
evm.utg1022.16	768	256
evm.utg1022.17	1644	548
evm.utg1022.18	1074	358
evm.utg1022.19	651	217
evm.utg1022.2	804	268
evm.utg1022.20	471	157
evm.utg1022.21	399	133
evm.utg1022.22	3228	1076
evm.utg1022.22.1.5c22e7d2	2658	886
evm.utg1022.22.2.5c22e7d2	2658	886
evm.utg1022.23	1008	336
evm.utg1022.24	708	236
evm.utg1022.25	2463	821
evm.utg1022.26	429	143
evm.utg1022.3	285	95
evm.utg1022.30	348	116
evm.utg1022.31	1545	515
evm.utg1022.32	378	126
evm.utg1022.33	1206	402
evm.utg1022.34	831	277
evm.utg1022.35	2331	777
evm.utg1022.35.1.5c278e97	2091	697
evm.utg1022.36	336	112
evm.utg1022.37	429	143
evm.utg1022.38	2184	728
evm.utg1022.39	411	137
evm.utg1022.4	399	133
evm.utg1022.40	1374	458
evm.utg1022.41	861	287
evm.utg1022.41.1.5c22e7d3	804	268
evm.utg1022.42.44	2100	700
evm.utg1022.43	3927	1309
evm.utg1022.45	657	219
evm.utg1022.46	261	87
evm.utg1022.47	810	270
evm.utg1022.48	507	169
evm.utg1022.49	816	272
evm.utg1022.5	615	205
evm.utg1022.50	1113	371
evm.utg1022.51	300	100
evm.utg1022.52	606	202
evm.utg1022.53	273	91
evm.utg1022.54	957	319
evm.utg1022.55	522	174
evm.utg1022.56	453	151
evm.utg1022.57	744	248
evm.utg1022.58	1542	514
evm.utg1022.59	612	204
evm.utg1022.6	618	206
evm.utg1022.60	807	269
evm.utg1022.61	2469	823
evm.utg1022.61.1.5c22e7d4	1929	643
evm.utg1022.62	1752	584
evm.utg1022.63	1200	400
evm.utg1022.64	6042	2014
evm.utg1022.65	672	224
evm.utg1022.66	225	75
evm.utg1022.67	2655	885
evm.utg1022.68	891	297
evm.utg1022.69	429	143
evm.utg1022.7	609	203
evm.utg1022.70	420	140
evm.utg1022.71	1881	627
evm.utg1022.72	300	100
evm.utg1022.73	3516	1172
evm.utg1022.74	1107	369
evm.utg1022.75	936	312
evm.utg1022.76	213	71
evm.utg1022.77	252	84
evm.utg1022.78	1176	392
evm.utg1022.8	249	83
evm.utg1022.9	945	315
evm.utg10.23	1233	411
evm.utg10.24	363	121
evm.utg1024.1	222	74
evm.utg1024.10	1581	527
evm.utg1024.13	363	121
evm.utg1024.14	510	170
evm.utg1024.15	210	70
evm.utg1024.16	360	120
evm.utg1024.17	426	142
evm.utg1024.18	771	257
evm.utg1024.19	879	293
evm.utg1024.2	279	93
evm.utg1024.20	447	149
evm.utg1024.21	2238	746
evm.utg1024.22	1578	526
evm.utg1024.23	480	160
evm.utg1024.24	1017	339
evm.utg1024.25	483	161
evm.utg1024.26	426	142
evm.utg1024.4	501	167
evm.utg102448.1	184	61
evm.utg102448.2.5	534	178
evm.utg102448.3	444	148
evm.utg102448.4	3609	1203
evm.utg102448.6	786	262
evm.utg102448.6.1.5c22e7df	669	223
evm.utg102448.7	378	126
evm.utg1024.5	1146	382
evm.utg1024.6	303	101
evm.utg1024.7	801	267
evm.utg1024.8	1230	410
evm.utg1024.9	657	219
evm.utg10.25	1347	449
evm.utg1025.1	3894	1298
evm.utg1025.10	447	149
evm.utg1025.11	708	236
evm.utg1025.12	1188	396
evm.utg1025.13	1935	645
evm.utg1025.14	1044	348
evm.utg1025.15	207	69
evm.utg1025.16	1479	493
evm.utg1025.17	810	270
evm.utg1025.18	2172	724
evm.utg1025.19	3501	1167
evm.utg1025.2	2190	730
evm.utg1025.20	741	247
evm.utg1025.21	615	205
evm.utg1025.22	663	221
evm.utg1025.23	507	169
evm.utg1025.24	3126	1042
evm.utg1025.3	5988	1996
evm.utg1025.4	5397	1799
evm.utg1025.5	2475	825
evm.utg1025.6	2541	847
evm.utg1025.7	942	314
evm.utg1025.8	7059	2353
evm.utg1025.9	1092	364
evm.utg10.26	582	194
evm.utg10.27	1743	581
evm.utg10275.1	243	81
evm.utg10275.2	1149	383
evm.utg10275.3	243	81
evm.utg10.28	1101	367
evm.utg10282.1	1893	631
evm.utg10282.10	309	103
evm.utg10282.11	657	219
evm.utg10282.13	738	246
evm.utg10282.14	576	192
evm.utg10282.15	387	129
evm.utg10282.17	1119	373
evm.utg10282.18	465	155
evm.utg10282.19	573	191
evm.utg10282.2	207	69
evm.utg10282.20	1392	464
evm.utg10282.21	1413	471
evm.utg10282.22	1305	435
evm.utg10282.23	933	311
evm.utg10282.24	2481	827
evm.utg10282.25	2448	816
evm.utg10282.26	525	175
evm.utg10282.27	906	302
evm.utg10282.28	2097	699
evm.utg10282.3	2328	776
evm.utg10282.4	276	92
evm.utg10282.5	978	326
evm.utg10282.6	594	198
evm.utg10282.7	591	197
evm.utg10282.8	1185	395
evm.utg10282.9	1242	414
evm.utg10.29	384	128
evm.utg10.3	684	228
evm.utg10.30	309	103
evm.utg103034.1	408	136
evm.utg103034.2	2568	856
evm.utg103034.3	267	89
evm.utg10.31	2307	769
evm.utg1031.10	2067	689
evm.utg1031.11	1308	436
evm.utg1031.12	381	127
evm.utg1031.13	3861	1287
evm.utg1031.14	4398	1466
evm.utg1031.15	3492	1164
evm.utg1031.15.1.5c22e7e5	3375	1125
evm.utg1031.16	1137	379
evm.utg1031.17	819	273
evm.utg1031.18	1539	513
evm.utg1031.18.1.5c22e7e9	1479	493
evm.utg1031.19	366	122
evm.utg1031.1.92	1767	589
evm.utg1031.2	3870	1290
evm.utg1031.20	225	75
evm.utg1031.21	3237	1079
evm.utg1031.22	1902	634
evm.utg1031.23	420	140
evm.utg1031.24	1614	538
evm.utg1031.27	441	147
evm.utg1031.28	2088	696
evm.utg1031.29	609	203
evm.utg1031.29.1.5c22e7e9	603	201
evm.utg1031.3	7743	2581
evm.utg1031.30	1971	657
evm.utg1031.31	279	93
evm.utg1031.32	2103	701
evm.utg1031.33	549	183
evm.utg1031.34	1278	426
evm.utg1031.36	963	321
evm.utg1031.37	1437	479
evm.utg1031.37.1.5c22e7ea	1338	446
evm.utg1031.38	1011	337
evm.utg1031.39	1416	472
evm.utg1031.39.1.5c22e7e6	1392	464
evm.utg1031.39.2.5c22e7e6	1116	372
evm.utg1031.39.3.5c22e7e6	1041	347
evm.utg1031.39.3.5c22e7e6.1.5c278ea0	795	265
evm.utg1031.4	1194	398
evm.utg1031.40	729	243
evm.utg1031.41	2964	988
evm.utg1031.42	1533	511
evm.utg1031.43	2763	921
evm.utg1031.43.1.5c22e7e6	2568	856
evm.utg1031.43.1.5c22e7e6.1.5c278ea0	1899	633
evm.utg1031.43.2.5c22e7e6	2202	734
evm.utg1031.44	693	231
evm.utg1031.45	1353	451
evm.utg1031.46	1464	488
evm.utg1031.47	390	130
evm.utg1031.48	780	260
evm.utg1031.49	294	98
evm.utg1031.5	1038	346
evm.utg1031.50	741	247
evm.utg1031.51	1587	529
evm.utg1031.52	705	235
evm.utg1031.53	1053	351
evm.utg1031.54	1872	624
evm.utg1031.55	948	316
evm.utg1031.56	348	116
evm.utg1031.57	690	230
evm.utg1031.58	396	132
evm.utg1031.59	543	181
evm.utg1031.6	390	130
evm.utg1031.60	570	190
evm.utg1031.61	2976	992
evm.utg1031.62	462	154
evm.utg1031.63	657	219
evm.utg1031.64	1578	526
evm.utg1031.64.1.5c22e7ea	1245	415
evm.utg1031.65	999	333
evm.utg1031.66	1161	387
evm.utg1031.67	3165	1055
evm.utg1031.68	420	140
evm.utg1031.69	2742	914
evm.utg1031.7	1674	558
evm.utg1031.70	1131	377
evm.utg1031.70.1.5c22e7e7	1131	377
evm.utg1031.71	1845	615
evm.utg1031.7.1.5c22e7e9	1317	439
evm.utg1031.72	579	193
evm.utg1031.7.2.5c22e7e9	1599	533
evm.utg1031.73	1149	383
evm.utg1031.74	600	200
evm.utg1031.75	3423	1141
evm.utg1031.76	2097	699
evm.utg1031.77	621	207
evm.utg1031.78	2040	680
evm.utg1031.79	3939	1313
evm.utg1031.8	1701	567
evm.utg1031.80	387	129
evm.utg1031.81	1101	367
evm.utg1031.81.1.5c22e7e7	831	277
evm.utg1031.82	657	219
evm.utg1031.82.1.5c22e7e8	663	221
evm.utg1031.83	1341	447
evm.utg1031.84	219	73
evm.utg1031.85	2148	716
evm.utg1031.86	2787	929
evm.utg1031.87	2049	683
evm.utg1031.88	2148	716
evm.utg1031.89	507	169
evm.utg1031.9	492	164
evm.utg1031.90	882	294
evm.utg1031.91	759	253
evm.utg10.32	720	240
evm.utg1032.1	3993	1331
evm.utg1032.10	1815	605
evm.utg1032.10.1.5c22e7f6	1722	574
