evm.utg4.46	tr|A0A6P8IEY8|A0A6P8IEY8_ACTTE	93.0	1044	72	1	1	1044	1	1043	0.0	1889
evm.utg4.47	tr|A0ABN8SZY3|A0ABN8SZY3_9CNID	84.7	301	46	0	6	306	10	310	7.91e-187	519
evm.utg4.48	tr|A0A6P8IA72|A0A6P8IA72_ACTTE	99.8	510	1	0	1	510	1	510	0.0	1021
evm.utg4.48.1.5c22f048	tr|A0A6P8IA72|A0A6P8IA72_ACTTE	89.4	510	1	1	1	457	1	510	0.0	897
evm.utg4.49	tr|A0A6P8J5W7|A0A6P8J5W7_ACTTE	98.6	70	1	0	1	70	1	70	3.38e-43	136
evm.utg4.50	tr|A0A6P8J5W5|A0A6P8J5W5_ACTTE	99.6	531	2	0	1	531	1	531	0.0	983
evm.utg4.51	tr|A0A6P8JBV1|A0A6P8JBV1_ACTTE	99.6	513	2	0	1	513	1	513	0.0	1052
evm.utg4.52	tr|A0A6P8J4X2|A0A6P8J4X2_ACTTE	87.1	255	13	4	1	255	138	372	9.84e-154	435
evm.utg4.53.1.5c22f048	tr|A0A6P8J5W3|A0A6P8J5W3_ACTTE	99.8	852	2	0	1	852	1	852	0.0	1746
evm.utg4.53	tr|A0A6P8J5W3|A0A6P8J5W3_ACTTE	99.8	1123	2	0	1	1123	1	1123	0.0	2303
evm.utg4.53.1.5c22f048.1.5c27949a	tr|A0A6P8J5W3|A0A6P8J5W3_ACTTE	99.8	928	2	0	1	928	1	928	0.0	1904
evm.utg4.54	tr|A0A6P8HST8|A0A6P8HST8_ACTTE	99.5	212	1	0	1	212	1	212	3.95e-142	423
evm.utg4.55	tr|A0A6P8J6S3|A0A6P8J6S3_ACTTE	98.6	143	2	0	1	143	1	143	4.51e-91	263
evm.utg4.56	tr|A0ABN8MC26|A0ABN8MC26_9CNID	86.1	101	13	1	2	102	150	249	1.62e-53	170
evm.utg4.57	tr|A0A6P8HKF7|A0A6P8HKF7_ACTTE	61.6	73	28	0	1	73	128	200	9.54e-26	97.8
evm.utg4.59	tr|A0A913YHB6|A0A913YHB6_EXADI	39.3	183	106	4	21	198	182	364	8.36e-28	113
evm.utg4.61	tr|A0A6P8J6I4|A0A6P8J6I4_ACTTE	95.1	264	13	0	3	266	75	338	1.61e-171	489
evm.utg4.62	tr|A0A6P8J491|A0A6P8J491_ACTTE	97.6	249	5	1	291	538	1	249	1.58e-168	479
evm.utg4.63	tr|A0A7D9IG47|A0A7D9IG47_PARCT	68.0	416	101	1	1	384	436	851	2.67e-191	570
evm.utg4.64	tr|A0A7D9HUC7|A0A7D9HUC7_PARCT	78.8	113	24	0	2	114	15	127	8.87e-54	170
evm.utg4.65	tr|A0A6S7FYI8|A0A6S7FYI8_PARCT	45.9	196	78	2	1	181	15	197	4.13e-47	157
evm.utg4.66	tr|A0A6P8IHI4|A0A6P8IHI4_ACTTE	99.8	4837	11	1	1	4836	1	4837	0.0	9334
evm.utg4.66.1.5c22f049	tr|A0A6P8IHI4|A0A6P8IHI4_ACTTE	99.8	4235	9	1	1	4234	1	4235	0.0	8155
evm.utg4.67	tr|A0A6P8IHY0|A0A6P8IHY0_ACTTE	100	162	0	0	1	162	1	162	1.81e-115	326
evm.utg4.68	tr|A0A6P8IHJ1|A0A6P8IHJ1_ACTTE	99.7	338	1	0	1	338	3	340	1.89e-255	695
evm.utg4.69	tr|A0AAU9Y470|A0AAU9Y470_9CNID	30.9	401	204	12	263	596	25	419	2.91e-30	126
evm.utg4.72	tr|A0A6P8HZX3|A0A6P8HZX3_ACTTE	89.7	39	4	0	417	455	409	447	8.67e-13	74.3
evm.utg4.73	tr|A0A6P8HZX3|A0A6P8HZX3_ACTTE	87.5	32	4	0	343	374	418	449	2.76e-08	59.7
evm.utg4.74	tr|A0A6P8HST4|A0A6P8HST4_ACTTE	39.1	115	69	1	13	126	13	127	1.03e-21	95.9
evm.utg4.75	tr|A0A6P8HNK4|A0A6P8HNK4_ACTTE	80.6	62	11	1	15	76	81	141	9.80e-27	103
utg4.equina_smart_90937.mrna3	tr|A0A6P8HJN8|A0A6P8HJN8_ACTTE	82.5	80	13	1	77	156	2	80	2.02e-41	138
evm.utg4.76	tr|A0A6P8IKH8|A0A6P8IKH8_ACTTE	89.4	198	21	0	1	198	253	450	1.90e-128	382
evm.utg4.77	tr|A0A6P8IY36|A0A6P8IY36_ACTTE	80.8	245	47	0	1	245	129	373	4.71e-118	353
evm.utg4.79	tr|A0A6P8HCB1|A0A6P8HCB1_ACTTE	92.3	313	24	0	14	326	368	680	3.99e-206	585
evm.utg4.81	tr|A0A6P8J3C9|A0A6P8J3C9_ACTTE	97.4	195	5	0	1	195	349	543	2.13e-136	395
evm.utg4.83	tr|A0A6P8HCB1|A0A6P8HCB1_ACTTE	95.7	324	14	0	1	324	1	324	5.90e-222	624
evm.utg4.84	tr|A0A6P8J3C9|A0A6P8J3C9_ACTTE	88.7	318	0	1	29	310	7	324	3.37e-191	550
evm.utg4.85	tr|A0A6P8JCY6|A0A6P8JCY6_ACTTE	99.7	730	2	0	1	730	1	730	0.0	1439
evm.utg4.87	tr|A0A6P8J3H5|A0A6P8J3H5_ACTTE	96.7	243	0	1	42	284	27	261	1.21e-177	493
evm.utg4.88	tr|A0A6P8J3Y6|A0A6P8J3Y6_ACTTE	99.6	254	1	0	1	254	87	340	3.85e-178	496
evm.utg5.1	tr|A0A6P8IY36|A0A6P8IY36_ACTTE	61.8	217	64	2	1	198	157	373	1.51e-65	218
evm.utg5.2	tr|A0A6P8HPI1|A0A6P8HPI1_ACTTE	58.0	100	42	0	1	100	245	344	4.31e-30	114
evm.utg5.3	tr|A0A6P8HPI1|A0A6P8HPI1_ACTTE	95.7	371	15	1	3	373	20	389	1.98e-269	734
evm.utg5.4	tr|A0A6P8I0A1|A0A6P8I0A1_ACTTE	99.0	301	2	1	1	300	99	399	1.42e-184	525
evm.utg5.6	tr|A0A6P8HCZ2|A0A6P8HCZ2_ACTTE	98.9	90	1	0	1	90	87	176	7.93e-49	169
evm.utg5.8	tr|A0ABN8MMC5|A0ABN8MMC5_9CNID	63.6	151	49	2	2	149	157	304	1.71e-53	174
evm.utg5.9	tr|A0A913YNC6|A0A913YNC6_EXADI	68.3	565	168	3	188	747	28	586	4.55e-285	810
evm.utg5.10	tr|A0A913X4E1|A0A913X4E1_EXADI	67.0	106	33	1	1	106	1	104	2.07e-44	150
evm.utg5.11	tr|A0A6S7FP53|A0A6S7FP53_PARCT	40.3	144	83	1	47	187	103	246	4.69e-25	105
evm.utg5.12	tr|A0A6P8IE25|A0A6P8IE25_ACTTE	97.7	214	5	0	266	479	215	428	1.81e-140	413
evm.utg5.13	tr|A0A7D9LNR1|A0A7D9LNR1_PARCT	69.2	52	16	0	23	74	13	64	9.35e-20	78.2
evm.utg5.14	tr|A0A6P8I039|A0A6P8I039_ACTTE	98.4	185	3	0	1	185	1	185	6.89e-128	360
evm.utg5.15	tr|A0AAD9QDH2|A0AAD9QDH2_ACRCE	41.7	168	78	6	15	164	53	218	4.56e-18	84.0
evm.utg5.16	tr|A0ABN8RGI6|A0ABN8RGI6_9CNID	51.4	280	116	3	1	266	1	274	1.36e-51	172
evm.utg5.17	tr|A0A6P8H9E9|A0A6P8H9E9_ACTTE	93.2	234	16	0	1	234	204	437	1.60e-138	399
evm.utg5.18	tr|A0A9X0D5R6|A0A9X0D5R6_9CNID	55.1	89	33	1	87	168	60	148	5.69e-22	90.9
evm.utg5.19	tr|A0A7D9IGZ8|A0A7D9IGZ8_PARCT	63.8	160	54	3	1	157	1	159	5.83e-60	190
evm.utg5.20	tr|A0ABN8RRE5|A0ABN8RRE5_9CNID	43.6	601	179	6	2	448	189	783	1.15e-140	430
evm.utg5.21	tr|A0A6S7GSM6|A0A6S7GSM6_PARCT	68.0	391	124	1	32	421	127	517	3.47e-187	536
evm.utg5.22	tr|A0A7D9ET82|A0A7D9ET82_PARCT	64.2	106	35	2	12	117	589	691	1.24e-40	145
evm.utg5.23	tr|A0A913Y7I9|A0A913Y7I9_EXADI	78.2	156	34	0	1	156	156	311	2.17e-79	243
evm.utg5.24	tr|A0A6P8IY47|A0A6P8IY47_ACTTE	39.3	247	36	4	1	165	157	371	5.59e-35	132
evm.utg5.25	tr|A0A6P8IY47|A0A6P8IY47_ACTTE	80.7	119	18	2	1	114	590	708	9.13e-52	180
evm.utg5.26	tr|A0ABN8SLX6|A0ABN8SLX6_9CNID	60.3	73	29	0	95	167	1	73	6.70e-24	95.5
evm.utg5.27	tr|A0ABN8S7D5|A0ABN8S7D5_9CNID	37.4	206	93	2	3	172	40	245	3.58e-39	137
evm.utg5.28	tr|A0A6P8J6H7|A0A6P8J6H7_ACTTE	98.3	348	6	0	35	382	1	348	9.27e-233	640
evm.utg5.29	tr|A0A6P8J020|A0A6P8J020_ACTTE	99.1	664	6	0	1	664	142	805	0.0	1306
evm.utg5.30	tr|A0A2B4R587|A0A2B4R587_STYPI	56.1	244	82	2	1	219	78	321	7.35e-96	295
evm.utg5.31	tr|A0A7D9DNM9|A0A7D9DNM9_PARCT	36.3	424	255	8	67	478	285	705	2.98e-83	274
evm.utg5.35	tr|A0A9W9Y856|A0A9W9Y856_9CNID	52.0	102	48	1	6	107	550	650	8.01e-26	104
evm.utg5.36	tr|A0A913XTD1|A0A913XTD1_EXADI	75.0	80	20	0	1	80	286	365	5.24e-32	129
evm.utg5.37	tr|A0A6P8H4N3|A0A6P8H4N3_ACTTE	98.6	283	4	0	2	284	125	407	5.14e-200	555
evm.utg5.38	tr|A0A6P8H4N3|A0A6P8H4N3_ACTTE	100	102	0	0	1	102	1	102	7.86e-60	191
evm.utg5.39	tr|A0AAU9X0I7|A0AAU9X0I7_9CNID	35.5	183	108	5	29	205	23	201	1.54e-34	124
evm.utg5.40	tr|A0A6P8IWP7|A0A6P8IWP7_ACTTE	94.3	647	11	1	268	888	350	996	0.0	1086
evm.utg5.41	tr|A0A6P8H5N2|A0A6P8H5N2_ACTTE	98.7	225	3	0	166	390	96	320	6.02e-108	338
evm.utg5.42	tr|A0AAD9Q376|A0AAD9Q376_ACRCE	69.8	172	52	0	5	176	193	364	2.16e-82	259
evm.utg5.43	tr|A0A9W9Z8N2|A0A9W9Z8N2_9CNID	39.7	290	161	5	2	281	8	293	3.19e-45	158
evm.utg5.44	tr|A0A2B4RJQ0|A0A2B4RJQ0_STYPI	45.2	135	70	4	34	167	319	450	2.16e-08	57.0
evm.utg5.45	tr|A0A7D9ET82|A0A7D9ET82_PARCT	68.0	150	47	1	4	152	535	684	1.80e-66	218
evm.utg5.47	tr|A0A7D9DKB6|A0A7D9DKB6_PARCT	50.5	206	87	3	203	406	42	234	1.79e-59	196
evm.utg5.48	tr|A0A6P8HRN2|A0A6P8HRN2_ACTTE	99.3	287	2	0	1	287	1	287	8.26e-217	593
evm.utg5.50	tr|A0ABM4CCY2|A0ABM4CCY2_HYDVU	34.1	164	101	3	12	173	268	426	7.89e-20	98.2
evm.utg5.52	tr|A0A6P8I2F6|A0A6P8I2F6_ACTTE	99.8	437	1	0	1	437	1	437	4.81e-310	841
evm.utg5.53	tr|A0A6P8HRM9|A0A6P8HRM9_ACTTE	100	243	0	0	1	243	1	243	3.29e-176	486
evm.utg5.54	tr|A0A6P8HUE9|A0A6P8HUE9_ACTTE	99.3	304	2	0	53	356	1	304	3.69e-217	597
evm.utg5.54.1.5c22f190	tr|A0A6P8HUE9|A0A6P8HUE9_ACTTE	99.3	304	2	0	1	304	1	304	9.27e-218	597
evm.utg5.55	tr|A0A6P8HUF5|A0A6P8HUF5_ACTTE	99.4	647	4	0	1	647	1	647	0.0	1259
evm.utg5.55.1.5c22f190	tr|A0A6P8HUF5|A0A6P8HUF5_ACTTE	99.2	502	4	0	1	502	1	502	0.0	971
evm.utg5.56	tr|A0A6P8HUE4|A0A6P8HUE4_ACTTE	98.1	162	3	0	45	206	10	171	2.39e-105	307
utg5.equina_smart_1391812.mrna1	tr|A0A913X882|A0A913X882_EXADI	90.6	64	6	0	1	64	1	64	9.55e-36	117
evm.utg5.57	tr|A0A6P8I2E5|A0A6P8I2E5_ACTTE	99.4	517	3	0	1	517	1	517	0.0	979
evm.utg5.57.1.5c22f190	tr|A0A6P8I2E5|A0A6P8I2E5_ACTTE	99.4	468	3	0	10	477	50	517	0.0	886
evm.utg5.58	tr|A0A6P8I2B1|A0A6P8I2B1_ACTTE	89.5	76	8	0	97	172	26	101	8.67e-38	130
evm.utg5.59	tr|A0A6P8HRN5|A0A6P8HRN5_ACTTE	41.2	177	32	3	69	208	97	238	2.17e-09	60.5
evm.utg5.60	tr|A0A6P8I2B1|A0A6P8I2B1_ACTTE	67.1	143	44	2	164	306	29	168	2.72e-43	155
evm.utg5.62	tr|A0A6P8HRN5|A0A6P8HRN5_ACTTE	97.7	217	5	0	28	244	23	239	6.06e-95	281
evm.utg5.65	tr|A0A6P8HUR1|A0A6P8HUR1_ACTTE	100	198	0	0	1	198	1	198	1.36e-139	390
evm.utg5.66	tr|A0A6P8I2G0|A0A6P8I2G0_ACTTE	99.6	446	2	0	1	446	1	446	0.0	886
evm.utg5.67	tr|A0A6P8I2A4|A0A6P8I2A4_ACTTE	99.5	427	2	0	25	451	4	430	0.0	867
evm.utg5.69	tr|A0A6P8HRM6|A0A6P8HRM6_ACTTE	98.4	562	9	0	1	562	3	564	0.0	1130
evm.utg5.70	tr|A0A6P8HUQ5|A0A6P8HUQ5_ACTTE	92.2	77	5	1	1	76	1	77	1.12e-37	132
evm.utg5.71	tr|A0A6P8HEM5|A0A6P8HEM5_ACTTE	99.5	219	1	0	1	219	1	219	1.76e-118	338
evm.utg5.72	tr|A0A3M6U3E8|A0A3M6U3E8_POCDA	56.5	46	19	1	10	55	10	54	1.68e-06	46.6
evm.utg7.3	tr|A0A6P8HEM9|A0A6P8HEM9_ACTTE	93.9	1556	93	2	1	1555	1	1555	0.0	2792
evm.utg7.4	tr|A0A6P8HCQ4|A0A6P8HCQ4_ACTTE	98.0	204	4	0	1	204	1	204	4.72e-143	399
evm.utg7.4.1.5c22f361	tr|A0A6P8HCQ4|A0A6P8HCQ4_ACTTE	98.8	171	2	0	1	171	1	171	5.13e-120	340
evm.utg7.4.2.5c22f361	tr|A0A6P8HCQ4|A0A6P8HCQ4_ACTTE	98.0	204	4	0	1	204	1	204	4.72e-143	399
evm.utg7.5	tr|A0A6P8HJ84|A0A6P8HJ84_ACTTE	95.0	949	43	2	1	945	19	967	0.0	1783
evm.utg7.6	tr|A0A6P8HLC0|A0A6P8HLC0_ACTTE	95.5	265	11	1	1	264	1	265	1.68e-182	504
evm.utg7.6.1.5c22f35c	tr|A0A6P8HLC0|A0A6P8HLC0_ACTTE	95.1	244	12	0	12	255	22	265	4.99e-168	467
evm.utg7.6.2.5c22f35c	tr|A0A6P8HLC0|A0A6P8HLC0_ACTTE	94.6	202	11	0	12	213	22	223	1.29e-136	386
evm.utg7.6.2.5c22f35c.1.5c279723	tr|A0A6P8HLC0|A0A6P8HLC0_ACTTE	93.8	112	7	0	12	123	22	133	1.21e-68	211
evm.utg7.7	tr|A0A6P8HQA5|A0A6P8HQA5_ACTTE	98.1	413	8	0	1	413	1	413	2.10e-308	835
evm.utg7.8	tr|A0A6P8HLL0|A0A6P8HLL0_ACTTE	99.5	215	1	0	1	215	1	215	1.22e-139	392
evm.utg7.8.1.5c22f361	tr|A0A6P8HLL0|A0A6P8HLL0_ACTTE	71.6	215	1	1	1	155	1	215	1.95e-88	259
evm.utg7.10	tr|A0A6P8HKT4|A0A6P8HKT4_ACTTE	98.1	259	5	0	1	259	1	259	2.04e-178	493
evm.utg7.11	tr|A0A6P8J375|A0A6P8J375_ACTTE	98.6	286	4	0	1	286	1	286	1.15e-202	557
evm.utg7.12.1.5c22f35c	tr|A0A6P8HH43|A0A6P8HH43_ACTTE	95.7	898	39	0	1	898	1	898	0.0	1678
evm.utg7.12	tr|A0A6P8HHA2|A0A6P8HHA2_ACTTE	95.6	878	39	0	1	878	1	878	0.0	1642
evm.utg7.12.2.5c22f35d	tr|A0A6P8HHA2|A0A6P8HHA2_ACTTE	88.8	878	38	1	1	818	1	878	0.0	1490
evm.utg7.13	tr|A0A6P8HKK7|A0A6P8HKK7_ACTTE	86.1	868	121	0	1	868	1	868	0.0	1433
evm.utg7.13.1.5c22f362	tr|A0A6P8HKK7|A0A6P8HKK7_ACTTE	86.0	864	121	0	1	864	1	864	0.0	1426
evm.utg7.14	tr|A0A6P8HQ00|A0A6P8HQ00_ACTTE	98.1	214	4	0	1	214	1	214	2.52e-152	424
evm.utg7.15	tr|A0A6P8J5J5|A0A6P8J5J5_ACTTE	86.5	1277	130	5	1	1243	1	1269	0.0	1538
evm.utg7.16	tr|A0A6P8HFN0|A0A6P8HFN0_ACTTE	99.1	466	4	0	1	466	1	466	0.0	873
utg7.equina_smart_1815377.mrna1	tr|A0A6P8HBG8|A0A6P8HBG8_ACTTE	81.9	651	24	2	1	646	1	562	0.0	962
evm.utg7.17	tr|A0A6P8HKL0|A0A6P8HKL0_ACTTE	86.7	535	48	3	1	512	1	535	0.0	910
evm.utg7.18	tr|A0A6P8HKL0|A0A6P8HKL0_ACTTE	86.5	535	49	3	1	512	1	535	0.0	906
evm.utg7.19	tr|A0A6P8J0E6|A0A6P8J0E6_ACTTE	86.9	412	54	0	28	439	30	441	4.92e-266	730
evm.utg7.21	tr|A0A6P8H9X5|A0A6P8H9X5_ACTTE	90.5	274	26	0	5	278	41	314	2.58e-178	498
evm.utg7.22	tr|A0A6P8JCQ8|A0A6P8JCQ8_ACTTE	97.9	665	14	0	1	665	1	665	0.0	1174
evm.utg7.22.1.5c22f35d	tr|A0A6P8JCQ8|A0A6P8JCQ8_ACTTE	97.9	480	10	0	1	480	1	480	6.84e-316	867
evm.utg7.25	tr|A0ABN8S9N5|A0ABN8S9N5_9CNID	51.1	1124	383	19	206	1273	18	1030	0.0	1024
evm.utg7.26	tr|A0A6P8J6F3|A0A6P8J6F3_ACTTE	95.0	100	3	1	1	98	12	111	6.59e-61	184
evm.utg7.27	tr|A0A6P8J5I1|A0A6P8J5I1_ACTTE	89.1	192	21	0	1	192	1	192	1.18e-112	322
evm.utg7.28	tr|A0A6P8J6I5|A0A6P8J6I5_ACTTE	92.8	2137	151	2	1	2136	1	2136	0.0	3379
evm.utg7.28.1.5c22f35d	tr|A0A6P8J6I5|A0A6P8J6I5_ACTTE	92.6	2021	147	2	1	2020	117	2136	0.0	3160
evm.utg7.28.1.5c279723	tr|A0A6P8J6I5|A0A6P8J6I5_ACTTE	92.8	2137	151	2	1	2136	1	2136	0.0	3379
evm.utg7.29	tr|A0A6P8J6G3|A0A6P8J6G3_ACTTE	86.7	709	91	3	1	707	1	708	0.0	1182
evm.utg7.30	tr|A0A6P8JGJ2|A0A6P8JGJ2_ACTTE	98.9	187	2	0	137	323	38	224	1.13e-123	356
evm.utg7.34	tr|A0A6P8JGI3|A0A6P8JGI3_ACTTE	93.9	884	54	0	1	884	1	884	0.0	1174
evm.utg7.34.1.5c22f35d	tr|A0A6P8JGI3|A0A6P8JGI3_ACTTE	93.9	886	54	0	1	886	1	886	0.0	1178
evm.utg7.32	tr|A0A6P8J5H6|A0A6P8J5H6_ACTTE	97.0	335	9	1	1	335	1	334	1.74e-226	621
evm.utg7.35	tr|A0A913YX73|A0A913YX73_EXADI	55.3	494	215	3	4	492	4	496	5.44e-198	562
evm.utg7.36	tr|A0A6P8J6G6|A0A6P8J6G6_ACTTE	94.4	214	12	0	19	232	20	233	1.41e-149	418
evm.utg7.36.1.5c22f35e	tr|A0A6P8JCQ1|A0A6P8JCQ1_ACTTE	94.6	166	9	0	1	166	21	186	1.50e-113	324
evm.utg7.37	tr|A0A6P8J5F5|A0A6P8J5F5_ACTTE	92.3	183	14	0	1	183	1	183	6.63e-119	337
evm.utg7.38	tr|A0A6P8JGD9|A0A6P8JGD9_ACTTE	95.6	615	26	1	1	615	1	614	0.0	1055
evm.utg7.38.1.5c22f35e	tr|A0A6P8JGD9|A0A6P8JGD9_ACTTE	88.6	562	51	3	1	562	1	549	1.33e-315	868
evm.utg7.39	tr|A0A6P8J6F6|A0A6P8J6F6_ACTTE	96.6	563	18	1	1	562	1	563	0.0	1075
evm.utg7.40	tr|A0A6P8JCN5|A0A6P8JCN5_ACTTE	97.1	349	10	0	455	803	1	349	6.78e-241	677
evm.utg7.40.1.5c22f35e	tr|A0A6P8JCN5|A0A6P8JCN5_ACTTE	97.3	333	9	0	455	787	1	333	8.22e-229	647
evm.utg7.41	tr|A0A6P8ILL3|A0A6P8ILL3_ACTTE	58.7	189	75	1	64	252	1	186	3.92e-81	247
evm.utg7.42	tr|A0A6S7J6F0|A0A6S7J6F0_PARCT	41.4	456	259	6	1	451	15	467	7.79e-111	344
evm.utg7.43	tr|A0A6P8ILL3|A0A6P8ILL3_ACTTE	53.9	282	120	4	73	353	1	273	3.44e-109	323
evm.utg7.44	tr|A0A6P8J5G3|A0A6P8J5G3_ACTTE	94.8	1269	51	2	1	1268	1	1255	0.0	2279
evm.utg7.45	tr|A0A6P8JCL2|A0A6P8JCL2_ACTTE	96.4	223	4	2	1	223	1	219	1.15e-147	412
evm.utg7.46	tr|A0A6P8J6G1|A0A6P8J6G1_ACTTE	93.2	250	17	0	1	250	1	250	1.21e-156	450
evm.utg7.46.1.5c22f35f	tr|A0A6P8J6G1|A0A6P8J6G1_ACTTE	93.2	250	17	0	1	250	1	250	1.04e-156	450
evm.utg7.46.2.5c22f35f	tr|A0A6P8J6G1|A0A6P8J6G1_ACTTE	93.2	250	17	0	1	250	1	250	1.21e-156	450
evm.utg7.46.3.5c22f35f	tr|A0A6P8J6G1|A0A6P8J6G1_ACTTE	92.8	235	17	0	25	259	16	250	1.71e-146	425
